N,P,K,temperature,humidity,ph,rainfall,soil_type
75.3,43.8,85.2,28.8,77.7,6.95,2547.9,Riverine Alluvial
31.1,40.9,58.1,31.2,89.6,7.8,1899.7,Coastal Alluvial
76.4,21.6,92.5,28.8,79.5,6.04,2857.0,Red Loam
90.8,45.4,73.3,28.0,77.0,7.15,3045.7,Clayey
125.2,46.3,109.0,21.5,91.3,5.67,4196.7,Forest Loam
119.5,61.6,121.2,19.1,85.4,5.97,3101.7,Forest Loam
76.2,37.6,115.1,29.7,75.6,6.44,2689.1,Red Loam
30.7,25.1,35.3,28.6,56.6,6.38,914.9,Sandy
76.7,37.9,77.4,32.5,55.5,7.69,1419.7,Black Cotton
75.3,65.4,72.9,27.0,78.2,6.69,2969.6,Riverine Alluvial
90.5,30.9,61.5,29.5,87.5,4.52,3102.2,Brown Hydromorphic
83.6,26.0,79.6,30.4,75.0,6.17,2581.2,Red Loam
85.6,52.2,100.9,29.9,75.5,6.86,2636.1,Riverine Alluvial
61.3,44.3,77.1,27.6,70.7,6.7,1899.5,Loamy
41.0,12.1,42.2,29.2,78.0,5.74,3365.2,Laterite
152.1,25.7,46.7,32.9,91.0,4.56,2766.6,Peaty
156.9,23.3,37.8,27.9,90.8,4.51,3219.9,Peaty
121.4,19.3,34.8,27.8,88.8,4.52,3072.7,Peaty
36.3,14.2,70.6,28.1,85.1,5.05,3237.5,Laterite
99.3,55.9,123.9,29.7,78.0,6.77,3193.6,Riverine Alluvial
91.9,55.5,96.9,26.5,77.3,6.84,2577.5,Riverine Alluvial
45.6,29.1,58.1,30.8,74.4,8.02,1910.3,Coastal Alluvial
18.0,22.6,38.5,28.6,38.0,6.68,1791.0,Sandy
64.0,26.7,67.3,28.8,80.3,5.84,2540.9,Red Loam
60.3,20.9,96.1,27.7,87.4,5.26,3504.5,Laterite
113.3,53.8,104.3,21.9,83.3,5.85,3795.2,Forest Loam
68.4,49.2,59.3,32.3,88.8,4.82,2747.4,Brown Hydromorphic
62.6,56.3,74.8,30.9,76.5,6.62,1603.0,Clayey
104.3,67.2,65.7,32.3,83.3,6.97,3260.2,Riverine Alluvial
37.1,19.0,40.5,29.8,48.4,6.52,1446.6,Sandy
58.2,11.6,72.2,29.3,81.2,5.3,2835.9,Laterite
39.9,31.2,53.9,31.5,84.1,7.65,1968.6,Coastal Alluvial
48.7,26.6,29.5,33.5,48.7,6.42,1443.5,Sandy
61.6,18.8,61.8,32.9,85.7,8.14,2376.0,Coastal Alluvial
84.9,32.1,75.1,24.8,86.9,5.9,2967.7,Red Loam
60.8,9.3,74.3,28.4,80.7,5.02,3187.6,Laterite
65.3,29.6,60.5,29.4,87.1,4.35,2750.9,Brown Hydromorphic
123.5,36.6,106.0,19.5,85.0,4.95,3469.8,Forest Loam
109.8,52.1,103.4,19.7,82.3,5.62,3686.6,Forest Loam
74.0,36.9,73.3,26.5,73.0,6.6,1999.9,Loamy
28.3,25.4,32.9,32.2,62.1,6.38,1592.5,Sandy
72.5,28.2,91.5,29.5,74.6,5.84,1948.7,Red Loam
67.2,38.7,67.4,24.8,88.8,4.69,2628.4,Brown Hydromorphic
36.0,14.4,95.8,26.1,77.3,5.56,3843.1,Laterite
58.1,13.6,82.2,31.3,82.5,5.03,2180.4,Laterite
107.3,52.0,75.8,29.4,79.0,6.7,2592.0,Riverine Alluvial
83.2,26.2,78.8,29.1,69.8,5.63,2018.6,Red Loam
41.9,55.0,44.6,34.3,96.6,8.02,1863.4,Coastal Alluvial
46.3,22.8,55.9,30.0,91.4,7.98,2042.0,Coastal Alluvial
57.8,37.7,74.9,26.7,88.8,8.33,1569.5,Coastal Alluvial
53.3,29.0,97.5,25.9,78.3,5.85,1957.0,Red Loam
47.7,11.7,48.9,28.7,78.7,5.24,4054.9,Laterite
135.4,17.2,50.2,26.3,92.8,4.62,2769.3,Peaty
85.0,42.6,68.9,25.9,69.8,6.25,1632.2,Loamy
74.3,49.3,60.0,31.6,76.3,7.03,1526.4,Clayey
90.2,54.8,88.6,25.4,75.8,8.07,2931.3,Clayey
89.6,39.6,43.8,29.1,82.3,5.64,3307.6,Brown Hydromorphic
35.8,22.2,46.8,31.4,50.0,6.55,1634.5,Sandy
40.2,11.2,54.8,30.3,88.4,5.62,3411.3,Laterite
48.2,17.7,97.1,30.7,83.3,5.96,3417.2,Red Loam
35.4,27.8,51.4,24.6,48.7,6.77,1166.7,Sandy
62.3,46.9,76.3,31.5,94.5,4.8,3022.6,Brown Hydromorphic
72.7,35.3,47.0,28.8,91.0,5.45,3246.5,Brown Hydromorphic
30.5,19.3,56.7,33.6,83.7,6.8,1934.5,Coastal Alluvial
117.5,40.6,99.8,22.3,89.0,4.98,3996.8,Forest Loam
68.2,57.0,80.0,27.9,79.1,7.46,2579.7,Clayey
140.9,58.9,102.7,23.1,78.1,5.6,3889.9,Forest Loam
70.6,24.0,77.0,27.8,84.2,5.59,2491.4,Red Loam
93.3,66.1,74.2,21.5,88.3,6.08,4033.6,Forest Loam
63.2,9.4,50.8,30.9,79.3,5.27,3168.6,Laterite
45.5,13.6,61.9,33.3,80.2,5.13,3075.6,Laterite
81.0,37.1,68.5,35.3,58.7,6.95,1274.1,Black Cotton
57.7,43.5,62.9,28.6,80.3,8.05,1917.8,Coastal Alluvial
141.0,62.7,90.3,22.2,84.3,5.5,3578.3,Forest Loam
102.5,18.0,27.0,27.1,89.2,4.55,3428.1,Brown Hydromorphic
77.1,46.4,82.3,26.6,67.1,7.83,1440.7,Clayey
66.4,9.3,62.2,27.0,79.7,5.38,2321.2,Laterite
37.6,13.6,58.6,33.6,89.4,5.52,3166.3,Laterite
51.6,7.2,47.2,26.8,74.7,5.64,3130.2,Laterite
44.8,15.4,88.0,29.1,79.5,6.55,3106.2,Red Loam
86.3,28.7,92.4,33.1,76.7,6.17,2667.4,Red Loam
105.1,44.7,97.7,32.6,77.7,7.71,2899.6,Riverine Alluvial
84.1,51.7,92.8,31.2,82.8,7.01,2856.3,Riverine Alluvial
75.3,29.3,68.0,31.5,82.8,6.14,2765.7,Red Loam
41.8,33.3,47.2,31.0,83.4,7.56,2337.3,Coastal Alluvial
83.6,49.7,34.9,26.3,95.7,5.0,3143.0,Brown Hydromorphic
47.2,23.8,73.4,31.4,89.8,5.03,2938.6,Laterite
131.2,27.9,91.3,20.8,80.0,5.57,4142.5,Forest Loam
52.8,29.3,83.3,31.0,72.1,5.66,1530.0,Red Loam
78.0,35.8,45.1,27.6,91.1,4.78,3375.7,Brown Hydromorphic
99.1,39.0,43.0,29.7,96.1,5.08,2790.6,Brown Hydromorphic
55.0,27.9,90.6,31.9,71.0,6.08,2329.5,Red Loam
82.8,21.5,70.0,25.5,82.5,6.01,2272.8,Laterite
82.2,28.1,37.4,34.3,88.5,5.24,3506.6,Brown Hydromorphic
32.2,24.7,37.1,36.1,56.0,6.26,1617.9,Sandy
46.8,23.8,50.2,28.7,84.5,5.25,3788.9,Laterite
79.4,32.6,55.6,30.0,80.8,6.52,2586.7,Red Loam
158.9,27.6,54.3,29.3,87.6,4.26,3236.2,Peaty
142.5,24.5,22.5,33.3,90.7,4.68,2663.2,Peaty
74.6,27.0,35.4,30.7,89.5,4.81,3257.4,Brown Hydromorphic
55.9,33.9,81.5,35.8,80.2,6.12,2771.8,Red Loam
131.6,30.0,52.6,30.5,88.3,4.52,2893.5,Peaty
105.8,57.2,89.0,30.4,78.6,6.94,3146.4,Riverine Alluvial
31.5,14.7,37.0,30.1,66.5,6.5,1155.2,Sandy
154.1,28.3,52.3,30.6,92.5,3.59,2788.7,Peaty
85.4,47.9,108.7,26.2,86.0,6.79,2724.7,Riverine Alluvial
59.1,38.5,79.1,31.9,72.2,6.9,2188.1,Clayey
35.5,13.2,51.0,33.6,61.1,6.33,1499.1,Sandy
82.4,50.7,70.2,32.4,82.2,6.74,3098.9,Riverine Alluvial
63.7,37.1,70.7,24.9,92.4,4.67,3081.7,Brown Hydromorphic
152.1,21.9,36.8,28.8,93.5,4.03,2793.0,Peaty
62.0,23.6,93.6,29.9,77.2,6.28,2671.0,Red Loam
36.6,34.5,55.9,31.4,82.0,7.43,1724.3,Coastal Alluvial
73.7,41.4,54.6,26.3,91.4,4.65,3747.2,Brown Hydromorphic
68.5,31.8,88.2,24.3,67.4,7.23,2194.8,Loamy
37.5,12.7,38.1,30.9,60.7,6.86,1257.3,Sandy
80.5,42.5,113.4,28.1,72.7,6.81,3258.5,Riverine Alluvial
54.5,16.0,78.7,31.0,75.4,5.34,3013.8,Laterite
123.0,45.6,126.3,27.9,79.9,6.72,2845.6,Riverine Alluvial
59.2,29.0,50.5,34.0,84.5,7.82,1827.6,Coastal Alluvial
66.4,55.2,76.4,26.6,69.1,7.64,1352.6,Clayey
72.1,25.9,75.7,27.8,74.4,5.22,2540.9,Red Loam
144.6,49.8,143.0,19.3,93.4,6.17,3756.7,Forest Loam
60.5,19.1,80.7,27.0,78.9,6.0,2778.5,Red Loam
47.6,29.2,47.3,27.0,81.2,7.66,2300.2,Coastal Alluvial
63.2,18.7,63.3,29.3,79.3,5.44,3150.7,Laterite
70.8,34.1,58.3,24.4,67.5,7.16,1668.8,Loamy
33.7,19.9,40.7,30.7,85.3,5.03,2862.6,Laterite
27.0,12.6,46.5,28.1,72.5,5.37,3648.5,Laterite
78.0,43.7,91.4,29.9,78.8,6.72,2528.7,Riverine Alluvial
69.6,32.7,110.0,27.8,81.5,7.07,2951.3,Clayey
84.1,30.2,51.0,27.7,87.5,5.18,3603.2,Brown Hydromorphic
58.1,39.2,70.6,33.6,59.7,7.59,1403.8,Black Cotton
110.1,54.3,113.1,18.6,84.6,6.55,4708.2,Forest Loam
59.3,18.8,87.8,27.0,84.7,6.46,2724.6,Red Loam
162.8,14.8,43.6,32.1,96.6,3.93,3056.8,Peaty
60.8,53.9,83.3,28.9,63.8,7.81,1370.2,Black Cotton
49.7,11.8,73.7,29.7,85.4,5.33,3968.8,Laterite
43.5,15.2,79.6,30.7,85.9,5.06,4417.1,Laterite
41.6,38.0,64.9,31.5,80.4,8.36,1807.7,Coastal Alluvial
79.3,43.8,112.7,30.9,81.7,6.79,2187.5,Clayey
29.0,32.6,39.3,32.4,64.7,6.68,1566.7,Sandy
63.5,10.6,72.9,26.5,85.7,5.51,3229.7,Laterite
36.4,23.0,31.8,30.3,57.1,6.99,1258.4,Sandy
57.2,5.1,60.7,27.5,89.2,5.1,3365.8,Laterite
53.4,33.1,43.0,30.6,88.9,7.75,1766.9,Coastal Alluvial
56.6,31.9,65.1,28.4,89.6,8.12,2305.8,Coastal Alluvial
64.4,46.8,92.3,28.6,88.8,6.93,1582.7,Clayey
34.8,32.1,40.0,30.7,49.0,6.74,811.9,Sandy
66.5,45.2,75.8,29.3,68.3,6.44,2163.5,Loamy
59.4,28.1,50.1,28.0,81.5,4.36,2936.2,Brown Hydromorphic
83.3,28.6,40.3,32.5,87.6,4.5,3603.3,Brown Hydromorphic
64.6,50.3,96.7,29.1,76.2,6.95,3164.8,Riverine Alluvial
94.2,30.5,40.8,31.8,93.2,4.36,2658.4,Brown Hydromorphic
78.1,33.1,64.9,30.6,81.3,4.13,2766.0,Brown Hydromorphic
108.0,57.3,106.3,21.2,86.6,5.81,3226.9,Forest Loam
57.0,29.1,74.5,27.8,91.2,8.17,1787.9,Coastal Alluvial
69.0,9.4,70.7,31.4,74.3,5.15,3202.2,Laterite
72.9,49.6,80.1,28.5,61.2,7.5,1784.1,Black Cotton
89.0,22.1,54.4,29.7,94.8,4.64,3180.1,Brown Hydromorphic
155.0,21.0,39.8,32.0,91.4,3.92,3186.7,Peaty
76.8,43.5,96.6,27.0,66.9,6.52,2154.2,Loamy
60.1,14.5,49.6,28.4,74.2,4.64,4119.2,Laterite
38.4,27.2,35.5,30.9,59.3,6.59,857.0,Sandy
95.3,50.7,79.6,22.2,66.8,6.74,1640.1,Loamy
50.8,45.0,92.6,23.2,70.0,7.08,2194.2,Clayey
49.6,19.2,75.4,29.7,77.4,5.49,2704.7,Laterite
64.4,16.4,67.0,30.9,81.1,5.02,3864.2,Laterite
53.6,12.3,108.0,32.8,81.5,5.73,3175.9,Laterite
102.5,51.8,95.9,27.4,84.3,7.21,2878.0,Riverine Alluvial
63.6,46.2,86.2,24.8,67.1,6.75,1870.0,Loamy
135.3,23.2,39.5,29.1,97.9,4.31,2853.9,Peaty
36.0,31.6,99.1,27.7,77.4,6.56,2552.8,Red Loam
68.8,48.6,48.6,29.6,88.1,3.89,3468.0,Brown Hydromorphic
67.2,43.7,68.2,23.8,68.9,6.23,1808.1,Loamy
75.4,37.0,70.3,29.8,88.4,5.37,3368.9,Brown Hydromorphic
84.1,42.7,108.1,22.8,74.6,7.57,1706.8,Clayey
80.0,26.6,86.5,32.2,85.9,6.48,2483.6,Red Loam
120.5,25.2,36.9,30.9,87.2,3.58,3668.7,Peaty
27.5,19.7,30.1,33.6,52.5,7.31,1753.9,Sandy
89.9,22.5,72.4,31.8,58.3,7.89,1191.5,Black Cotton
86.0,45.3,37.5,31.4,93.2,4.73,2947.2,Brown Hydromorphic
132.6,16.9,44.8,30.8,92.0,4.0,2450.6,Peaty
41.6,18.3,76.2,24.7,75.3,5.83,4275.7,Laterite
58.7,41.5,56.2,28.7,89.3,7.85,1897.7,Coastal Alluvial
41.4,16.5,27.9,29.3,51.9,6.94,990.6,Sandy
100.5,53.7,97.4,29.5,87.0,6.8,2723.8,Riverine Alluvial
52.9,27.5,66.8,32.6,84.2,5.38,3014.8,Laterite
72.3,56.8,117.8,30.6,76.5,7.42,3375.9,Riverine Alluvial
51.4,22.1,67.9,29.8,78.9,6.02,4142.2,Laterite
52.1,19.4,55.5,23.7,81.2,4.45,4176.5,Laterite
82.8,18.0,84.5,29.5,67.7,6.84,2749.2,Red Loam
143.5,21.9,54.7,26.1,88.9,4.76,2820.4,Peaty
55.8,14.7,40.9,25.2,83.9,5.34,3137.8,Laterite
61.9,46.4,101.4,28.2,71.4,7.19,2189.9,Clayey
160.8,33.0,50.2,28.2,92.4,3.94,3086.7,Peaty
52.4,34.2,87.4,27.9,66.2,6.76,2173.2,Loamy
66.7,46.2,96.7,23.6,87.2,7.01,2013.4,Clayey
73.0,51.7,90.7,25.6,78.2,6.89,2408.3,Clayey
69.8,32.7,49.9,30.0,80.4,5.74,3211.6,Red Loam
51.3,39.4,79.8,33.8,62.0,8.03,1304.8,Black Cotton
83.3,45.5,72.7,28.2,81.3,7.23,2183.7,Clayey
73.8,40.9,68.0,30.6,70.1,7.93,1399.0,Black Cotton
32.1,23.9,56.2,32.7,83.5,8.42,1952.8,Coastal Alluvial
44.6,17.8,44.9,33.3,40.8,6.92,1562.5,Sandy
78.4,27.0,94.6,27.2,77.0,7.72,2696.7,Clayey
63.9,8.2,64.4,32.7,80.2,5.35,2715.6,Laterite
65.5,39.3,74.6,30.8,71.1,6.06,2420.3,Red Loam
57.3,32.6,71.1,32.6,90.7,5.18,2377.3,Brown Hydromorphic
83.5,25.5,82.5,30.8,81.9,4.66,2928.8,Brown Hydromorphic
58.2,26.7,57.4,32.7,82.1,8.15,2343.4,Coastal Alluvial
88.3,75.6,64.9,27.7,85.1,6.94,2517.2,Riverine Alluvial
27.0,5.5,52.6,28.2,79.7,5.24,2955.1,Laterite
76.4,29.7,40.5,34.1,96.1,5.2,3282.9,Brown Hydromorphic
80.8,35.6,41.7,27.3,89.4,5.13,3308.5,Brown Hydromorphic
88.4,33.9,78.4,23.8,73.1,6.24,2144.8,Red Loam
55.9,25.4,52.5,35.3,52.8,8.27,1458.9,Black Cotton
59.6,19.1,95.9,30.8,84.8,5.49,3194.1,Laterite
54.6,12.8,71.6,27.2,85.2,4.96,3616.7,Laterite
39.5,13.9,75.5,30.6,84.2,5.92,3496.4,Laterite
36.6,14.9,65.0,30.3,80.8,5.99,3293.2,Laterite
49.5,42.7,57.0,34.9,90.6,8.43,2046.0,Coastal Alluvial
58.1,14.3,100.1,27.6,84.4,6.3,3628.4,Laterite
110.1,47.0,94.1,20.4,88.2,5.71,3743.2,Forest Loam
138.2,42.9,107.3,21.4,87.6,5.47,3992.9,Forest Loam
55.1,28.3,44.7,30.1,88.3,8.09,1815.0,Coastal Alluvial
35.0,22.1,47.0,30.6,69.3,7.02,1234.1,Sandy
61.5,35.2,66.2,33.0,57.5,8.0,1494.4,Black Cotton
26.3,35.9,48.9,31.6,80.8,7.61,2040.6,Coastal Alluvial
80.2,38.3,58.1,26.7,87.9,5.35,3315.4,Brown Hydromorphic
150.7,18.9,46.3,30.2,90.4,4.2,2804.4,Peaty
71.4,46.5,94.7,28.4,74.4,7.24,2428.8,Clayey
85.7,37.5,68.6,32.2,56.7,7.36,1463.2,Black Cotton
108.9,41.7,76.9,27.8,74.7,7.23,2757.4,Riverine Alluvial
141.7,58.3,143.0,20.8,83.4,6.2,2824.9,Forest Loam
63.6,41.6,61.7,32.1,62.3,8.06,1803.9,Black Cotton
36.0,26.9,62.8,32.7,72.2,6.3,3083.6,Red Loam
62.6,36.0,69.2,31.6,48.3,7.59,1436.1,Black Cotton
106.5,37.5,88.3,20.3,88.5,5.11,3336.4,Forest Loam
93.6,53.1,79.4,30.1,84.3,6.92,2495.4,Riverine Alluvial
70.1,61.3,74.7,28.3,81.3,6.49,2334.6,Riverine Alluvial
55.9,25.5,89.5,29.4,69.1,6.0,2850.9,Red Loam
84.0,48.4,97.8,28.9,82.3,6.73,2720.1,Riverine Alluvial
47.9,21.6,86.6,26.7,75.7,6.36,2550.8,Red Loam
67.3,42.2,91.2,23.5,63.9,6.86,1892.7,Clayey
44.6,37.8,57.5,34.2,91.1,7.19,2053.4,Coastal Alluvial
47.2,17.6,62.7,29.3,85.2,6.25,2937.6,Red Loam
60.2,26.4,77.7,24.2,78.4,6.09,2250.6,Red Loam
50.4,24.0,77.2,26.9,70.9,6.1,3000.7,Red Loam
83.5,32.6,72.0,29.6,86.0,5.6,2539.4,Red Loam
35.7,22.0,30.0,32.4,49.4,6.66,648.5,Sandy
71.6,45.3,68.0,31.5,90.8,4.58,3164.2,Brown Hydromorphic
47.7,21.9,62.0,28.6,82.5,7.83,2036.5,Coastal Alluvial
45.6,33.9,60.5,35.8,64.1,6.6,1526.5,Sandy
122.8,58.5,100.2,20.8,78.0,5.87,3413.5,Forest Loam
89.3,55.0,84.1,29.0,81.4,7.41,3022.4,Riverine Alluvial
55.4,14.9,59.4,32.4,77.3,5.42,3461.2,Laterite
62.4,31.9,44.8,32.4,60.2,7.49,1755.8,Black Cotton
81.9,25.0,74.1,34.6,87.2,5.15,3402.8,Brown Hydromorphic
101.3,45.3,84.0,27.8,84.2,6.45,3007.2,Riverine Alluvial
72.8,9.8,76.7,32.5,73.6,5.21,3487.5,Laterite
67.9,14.7,49.8,28.7,82.6,4.78,2677.7,Laterite
71.2,40.6,40.5,30.0,87.0,4.82,2777.6,Brown Hydromorphic
58.1,43.8,91.4,24.1,76.3,7.44,1947.1,Clayey
61.4,29.1,93.0,31.4,61.8,6.44,2998.2,Red Loam
109.0,36.0,89.2,22.4,83.5,6.01,3790.3,Forest Loam
38.4,16.4,45.1,31.5,52.6,6.07,1032.8,Sandy
70.6,22.7,46.7,26.0,92.4,5.13,3474.5,Laterite
114.7,63.2,92.6,22.5,83.4,5.45,3517.2,Forest Loam
94.4,56.3,89.2,27.9,77.5,7.26,1539.7,Clayey
65.2,34.9,68.9,33.5,78.4,6.67,3006.5,Red Loam
103.5,48.5,92.3,29.4,80.8,6.48,2773.0,Riverine Alluvial
42.8,12.6,73.7,29.6,80.2,4.79,3043.2,Laterite
98.2,36.7,89.9,27.4,80.2,6.34,2886.4,Riverine Alluvial
24.1,25.4,43.1,30.0,83.2,6.8,1838.8,Coastal Alluvial
53.0,42.0,61.6,30.5,94.7,7.32,2017.9,Coastal Alluvial
54.2,43.7,35.0,30.0,79.1,7.96,2471.5,Coastal Alluvial
63.6,20.1,92.7,27.2,79.2,6.41,2558.7,Red Loam
120.3,46.9,84.4,24.9,83.3,7.42,3092.3,Riverine Alluvial
56.7,4.5,86.8,27.8,80.0,5.68,2849.8,Laterite
57.8,13.2,54.0,27.4,83.4,5.17,3668.8,Laterite
95.0,46.4,87.1,23.9,79.5,6.48,3132.0,Riverine Alluvial
57.2,52.3,79.2,28.4,78.2,7.22,1739.4,Clayey
35.9,31.7,46.5,32.1,92.7,8.31,1723.2,Coastal Alluvial
121.3,23.0,52.3,33.9,85.0,3.65,2951.1,Peaty
50.6,17.9,64.8,31.6,82.5,5.24,3903.2,Laterite
56.3,24.6,56.1,28.9,95.6,4.54,3117.1,Brown Hydromorphic
67.1,30.3,49.5,27.4,88.7,5.38,3128.5,Brown Hydromorphic
56.2,21.3,65.0,27.2,88.3,4.38,3495.4,Brown Hydromorphic
22.2,16.0,27.7,32.1,59.1,6.7,1513.1,Sandy
52.8,31.6,72.9,29.0,74.2,6.01,1957.1,Red Loam
58.1,52.2,71.4,29.7,91.5,4.24,2958.7,Brown Hydromorphic
60.3,25.5,58.5,30.8,83.7,6.01,2852.2,Red Loam
68.1,21.7,89.7,30.6,71.2,5.85,2738.1,Laterite
34.9,12.6,63.9,28.4,75.7,5.21,4094.1,Laterite
54.2,35.7,68.4,26.3,78.6,8.55,2187.8,Coastal Alluvial
100.7,53.4,106.0,29.1,78.0,6.43,2857.0,Riverine Alluvial
51.8,50.2,65.1,33.1,64.2,8.08,1419.9,Black Cotton
39.0,35.8,55.8,34.9,87.7,8.0,2159.5,Coastal Alluvial
99.1,60.3,88.1,30.0,75.6,6.52,2894.9,Riverine Alluvial
113.3,50.7,96.3,29.8,86.9,6.8,3115.1,Riverine Alluvial
123.7,23.8,33.3,30.5,92.5,4.56,2876.8,Peaty
79.5,39.4,69.1,34.7,55.3,7.98,1410.4,Black Cotton
98.1,24.8,29.3,29.5,96.8,3.72,2849.5,Peaty
97.6,41.7,69.9,23.2,72.0,6.42,1929.2,Loamy
150.0,13.7,66.0,28.5,92.0,3.57,3161.5,Peaty
58.3,50.1,92.7,24.0,80.5,7.54,2251.3,Clayey
44.1,9.6,74.8,33.1,82.8,4.78,3405.6,Laterite
50.8,44.8,90.3,25.9,68.7,6.6,1944.1,Loamy
68.6,31.8,78.6,29.3,69.4,6.19,2844.8,Red Loam
76.2,20.6,87.0,30.9,79.0,6.69,3278.0,Red Loam
130.7,44.4,118.9,25.7,78.7,5.88,4111.7,Forest Loam
49.4,45.9,57.6,30.9,93.5,7.4,1548.2,Coastal Alluvial
75.1,62.2,107.0,28.2,84.4,7.27,2103.0,Riverine Alluvial
82.7,54.8,80.7,29.7,71.3,6.9,2891.5,Riverine Alluvial
40.8,18.6,51.1,27.2,77.5,4.86,3754.5,Laterite
84.6,16.8,84.4,30.0,71.8,5.05,3785.4,Laterite
92.5,52.3,73.0,28.1,65.5,7.56,1577.1,Loamy
77.0,40.1,82.0,25.9,76.1,6.13,1572.6,Loamy
146.1,44.0,30.9,30.5,90.0,3.93,2223.9,Peaty
136.8,17.3,46.0,31.5,87.6,4.21,2656.1,Peaty
80.6,33.5,100.9,28.9,71.7,6.26,2461.6,Red Loam
77.9,40.6,66.1,30.5,61.3,7.15,1440.6,Black Cotton
57.5,42.0,50.5,28.4,95.7,4.78,3181.6,Brown Hydromorphic
93.5,55.6,82.9,29.2,70.4,6.9,2976.4,Riverine Alluvial
42.7,11.8,91.3,29.9,80.9,5.62,3542.5,Laterite
131.2,29.7,48.2,29.9,89.0,4.09,3276.7,Peaty
49.7,30.2,67.1,31.7,87.0,7.77,1435.7,Coastal Alluvial
150.3,26.0,51.2,32.9,97.5,4.91,2518.6,Peaty
60.9,12.4,89.3,23.2,74.0,5.65,3269.7,Laterite
92.7,45.7,75.3,25.8,73.9,7.09,2064.6,Loamy
42.9,4.5,87.3,32.0,66.5,5.03,4101.8,Laterite
35.1,19.1,28.6,33.9,56.8,6.65,1301.9,Sandy
89.7,47.6,73.7,27.8,72.2,6.49,2296.4,Loamy
33.6,21.4,57.9,34.0,87.6,8.1,2070.8,Coastal Alluvial
97.7,43.4,87.3,17.1,81.6,5.61,3676.4,Forest Loam
65.9,35.2,59.3,28.7,89.4,4.69,2749.9,Brown Hydromorphic
74.0,67.2,101.3,33.7,83.3,6.92,2942.6,Riverine Alluvial
63.0,39.6,53.9,29.0,94.1,4.56,3531.4,Brown Hydromorphic
115.6,63.4,102.3,19.9,86.7,5.66,3958.0,Forest Loam
58.1,19.7,67.6,34.4,80.9,6.62,2180.2,Red Loam
43.7,15.7,57.1,26.1,80.7,5.32,3365.0,Laterite
115.3,62.6,74.1,16.9,76.2,5.71,4287.3,Forest Loam
43.4,13.4,46.0,30.8,77.6,5.44,3304.9,Laterite
48.7,13.4,52.3,30.0,83.5,5.87,3320.2,Laterite
52.0,47.3,59.2,30.7,84.6,7.49,2036.6,Coastal Alluvial
87.5,51.3,126.1,28.9,83.3,6.78,2477.3,Riverine Alluvial
55.6,15.6,82.8,32.3,83.7,5.99,2435.3,Red Loam
104.6,48.4,121.9,21.5,79.4,5.84,4649.2,Forest Loam
32.1,26.6,52.2,32.6,85.5,7.88,2044.0,Coastal Alluvial
142.2,28.1,37.9,27.4,88.9,4.63,3298.1,Peaty
104.7,50.8,105.2,25.9,78.9,6.98,3012.9,Riverine Alluvial
83.8,41.8,98.5,29.7,80.9,6.79,3002.7,Riverine Alluvial
50.3,34.2,71.8,29.8,75.1,6.33,2258.7,Red Loam
44.9,18.5,86.8,31.3,80.7,5.1,3394.1,Laterite
55.5,15.1,60.1,32.7,83.9,5.48,3212.3,Laterite
38.8,15.3,36.6,32.9,59.7,6.6,996.0,Sandy
59.1,16.5,51.3,29.7,85.3,5.05,3381.8,Laterite
150.3,23.0,22.5,28.6,96.0,4.16,3143.5,Peaty
83.3,61.4,69.0,27.6,77.0,6.58,3287.2,Riverine Alluvial
103.2,47.8,79.0,14.2,81.3,5.76,3181.1,Forest Loam
105.1,51.1,77.9,29.5,66.6,6.93,3308.7,Riverine Alluvial
44.0,28.2,55.9,33.8,88.7,7.13,1560.8,Coastal Alluvial
63.3,20.4,49.7,24.5,72.2,5.84,3201.7,Laterite
83.3,61.1,114.2,23.4,84.4,5.68,3172.2,Forest Loam
50.4,41.5,38.7,28.0,90.9,4.8,3202.2,Brown Hydromorphic
73.1,35.5,87.9,35.4,62.8,7.36,1381.2,Black Cotton
60.1,28.6,115.9,31.1,77.4,6.37,2545.5,Red Loam
98.1,33.3,98.0,30.1,80.6,6.96,3237.2,Riverine Alluvial
89.3,46.2,83.8,29.4,60.4,6.71,1642.0,Loamy
123.7,58.5,79.6,17.0,82.4,6.17,4391.6,Forest Loam
85.9,53.6,81.9,32.0,91.8,6.71,2178.8,Riverine Alluvial
94.9,46.1,50.2,31.4,94.2,5.17,3084.5,Brown Hydromorphic
60.2,21.4,52.6,28.9,93.1,4.28,2885.0,Brown Hydromorphic
38.6,23.2,32.4,28.4,51.0,6.79,1420.0,Sandy
80.9,35.4,69.1,29.3,81.7,4.71,3970.8,Brown Hydromorphic
76.1,35.7,77.1,28.4,78.5,6.16,2686.1,Red Loam
100.9,41.1,79.6,18.3,88.2,5.6,3800.7,Forest Loam
85.0,34.2,96.3,28.6,71.7,6.98,2736.5,Riverine Alluvial
28.5,35.8,47.5,29.5,75.7,7.45,2165.1,Coastal Alluvial
61.5,29.0,73.2,29.4,86.1,5.31,2882.6,Brown Hydromorphic
162.2,27.9,48.2,31.1,94.4,4.46,3227.3,Peaty
95.9,44.7,81.4,21.5,87.7,5.83,4032.7,Forest Loam
27.0,17.8,49.9,26.3,87.2,5.82,3933.3,Laterite
93.2,51.8,109.8,22.5,93.1,5.58,3904.2,Forest Loam
65.1,41.5,100.2,24.1,76.3,6.53,1681.8,Loamy
