N,P,K,temperature,humidity,ph,rainfall,crop
66.1,18.0,59.9,34.8,67.3,7.24,177.1,mango
70.3,43.1,86.6,31.4,45.7,7.17,83.2,grapes
24.8,43.1,30.2,31.6,59.0,6.75,102.3,pigeonpeas
110.0,57.0,31.5,22.9,74.4,7.15,86.8,maize
73.8,41.2,46.7,24.1,67.2,6.09,92.2,maize
94.3,55.8,60.3,22.6,84.8,6.06,239.3,rice
79.3,60.0,83.2,29.7,50.5,7.14,104.6,cotton
120.5,55.1,85.7,25.4,62.1,7.31,88.4,cotton
110.7,46.2,70.9,23.9,74.3,6.65,73.0,maize
29.0,32.5,32.5,21.2,54.4,7.07,52.0,lentil
143.6,51.5,81.3,33.7,83.3,5.68,223.8,jute
87.2,58.0,50.8,23.7,67.6,6.52,91.9,maize
72.4,39.0,72.2,36.3,56.0,6.06,128.6,mango
45.7,35.2,107.0,19.3,50.6,6.68,80.4,grapes
29.7,53.7,40.7,19.5,65.7,6.12,98.2,kidneybeans
18.9,32.9,24.3,28.4,46.5,7.51,36.9,mothbeans
58.0,35.0,82.5,29.7,66.5,6.42,158.1,mango
138.4,48.6,83.2,31.3,86.0,6.43,159.3,banana
82.2,50.2,90.9,26.9,85.9,5.69,196.2,coffee
64.4,60.0,113.3,18.3,80.1,5.91,240.1,coffee
67.9,42.8,69.9,14.9,74.1,6.87,139.6,apple
78.7,66.9,121.4,26.3,69.3,6.4,69.4,watermelon
76.4,47.2,89.8,29.6,81.1,5.39,220.8,coconut
34.6,54.1,23.9,29.3,68.9,7.14,86.0,blackgram
84.2,54.1,57.1,21.2,81.9,5.69,74.1,maize
127.4,51.2,48.3,26.1,91.9,6.16,193.2,rice
71.7,45.0,65.6,22.8,65.2,6.29,179.6,mango
73.9,54.5,34.1,15.7,62.7,7.16,112.0,wheat
97.4,45.0,113.6,27.7,77.2,5.96,180.1,banana
116.0,55.0,76.8,24.7,89.7,6.41,148.8,banana
57.4,31.1,45.0,26.3,71.7,6.67,164.6,mango
78.6,29.2,107.5,25.2,91.3,6.57,241.4,coconut
108.7,46.4,85.2,32.8,56.9,6.86,74.0,cotton
38.8,19.9,91.6,29.3,80.2,5.61,229.9,coconut
99.7,55.1,113.3,30.9,74.7,6.69,146.0,papaya
97.8,62.3,125.5,30.4,74.2,6.79,172.0,banana
111.9,59.6,55.4,20.5,74.3,7.06,94.5,maize
64.2,39.2,74.9,20.4,70.6,6.29,74.1,grapes
72.3,42.0,71.3,33.2,61.3,6.68,130.7,mango
42.7,61.9,42.6,20.5,65.7,6.4,97.1,kidneybeans
66.6,39.7,114.7,33.7,79.9,6.3,247.8,coconut
75.0,65.7,113.5,28.1,90.0,6.35,166.6,banana
107.5,51.1,99.1,25.8,56.4,7.14,54.8,muskmelon
35.0,44.6,43.0,34.6,63.1,7.18,61.7,mungbean
31.2,51.3,24.4,23.2,46.6,6.7,58.3,lentil
41.8,27.0,27.1,19.3,54.8,7.38,61.5,chickpea
49.7,30.7,70.4,28.8,53.7,6.76,93.2,pomegranate
112.9,58.0,61.7,25.2,78.3,5.84,214.9,rice
62.8,33.7,72.8,17.1,71.7,6.75,126.1,apple
63.2,44.3,66.7,29.7,70.5,6.83,170.1,orange
79.2,48.5,88.6,21.6,64.1,6.49,171.1,orange
39.7,51.9,41.2,27.2,65.5,6.81,83.3,blackgram
80.6,31.5,68.8,13.5,78.1,6.59,156.5,apple
25.9,49.3,46.2,24.4,63.2,6.48,87.4,mungbean
59.0,50.2,95.2,18.4,77.4,5.45,203.6,coffee
61.5,43.7,87.8,20.6,68.7,5.43,232.7,coffee
118.4,55.9,79.8,26.7,65.2,7.32,85.8,cotton
61.6,24.2,72.3,16.0,68.4,5.91,131.5,apple
48.3,65.8,44.6,25.3,67.4,6.68,80.0,kidneybeans
80.0,55.6,97.0,33.3,68.7,6.84,58.5,watermelon
116.9,45.3,72.0,28.6,82.3,6.51,237.3,jute
123.0,48.5,66.7,26.1,82.0,6.06,192.9,rice
104.5,69.0,81.3,28.8,84.8,6.41,230.9,rice
95.6,54.1,90.9,20.3,73.4,5.55,232.8,coffee
92.3,41.1,41.4,18.0,66.6,6.14,88.7,wheat
33.8,74.9,47.3,23.9,68.8,6.19,103.5,kidneybeans
102.1,47.2,40.6,22.2,68.1,6.47,86.2,maize
25.6,54.5,31.1,27.3,59.8,6.79,101.7,mungbean
77.4,58.7,81.9,23.7,62.7,7.04,148.3,orange
126.9,49.5,98.2,24.9,75.3,6.78,172.7,banana
55.3,36.3,93.0,22.8,83.8,6.37,253.2,coconut
26.5,53.0,43.5,31.7,76.3,6.4,88.4,blackgram
54.8,40.9,67.0,17.1,65.6,6.85,124.4,apple
76.6,60.9,138.4,23.7,64.2,6.46,63.9,watermelon
90.9,43.0,63.0,26.0,79.5,6.53,149.6,papaya
111.9,58.2,52.6,29.9,84.7,6.44,179.1,jute
60.3,39.7,60.0,19.4,69.6,6.77,110.5,apple
61.2,28.8,55.4,29.2,58.9,6.05,166.5,mango
40.1,36.8,54.2,36.7,69.7,6.11,162.9,mango
65.4,41.4,60.4,23.4,54.2,6.83,89.4,pomegranate
23.6,20.4,20.1,30.5,42.5,7.14,52.8,mothbeans
92.1,69.0,73.8,27.3,64.2,6.38,97.5,cotton
31.4,32.6,32.2,24.0,54.5,7.39,64.9,chickpea
34.8,48.1,42.5,29.7,68.2,6.33,63.6,mungbean
130.6,54.3,70.9,23.6,56.7,7.32,107.7,cotton
33.4,51.3,41.0,19.4,68.0,6.8,115.5,kidneybeans
110.7,56.1,71.6,32.7,65.5,7.24,98.3,cotton
111.8,64.0,60.3,27.3,87.9,5.87,233.1,rice
80.3,60.7,87.4,29.5,67.4,6.69,52.4,watermelon
76.9,49.5,45.0,19.4,70.5,6.11,152.5,orange
74.1,46.7,77.6,22.3,70.3,5.77,218.2,coffee
25.1,39.1,14.4,34.7,42.5,7.91,35.7,mothbeans
65.2,37.4,84.1,26.0,49.5,7.4,75.3,pomegranate
66.1,49.0,42.5,16.9,53.7,6.5,89.9,wheat
54.6,45.7,59.4,35.7,62.9,6.68,146.9,mango
38.2,47.4,35.7,31.3,71.9,7.07,86.0,blackgram
71.1,44.3,76.6,30.1,51.1,6.59,75.4,grapes
76.3,31.8,56.9,25.6,65.2,6.48,86.9,maize
78.1,48.0,110.1,21.9,80.0,5.04,213.2,coffee
85.2,54.8,70.5,30.7,77.7,6.69,253.1,jute
92.0,50.3,88.7,34.4,62.9,7.6,74.8,cotton
70.6,32.6,78.1,31.8,62.3,5.88,91.4,grapes
24.9,46.3,32.8,26.6,81.0,6.51,70.4,mungbean
50.5,46.7,35.4,28.9,82.8,7.14,82.3,blackgram
16.4,26.2,27.7,39.1,41.9,6.29,35.1,mothbeans
134.1,47.7,79.1,30.1,54.6,6.74,118.3,cotton
116.5,63.4,73.6,34.5,67.6,7.27,85.8,cotton
61.3,30.4,62.6,15.7,61.1,6.26,137.1,apple
93.9,56.0,139.3,26.3,89.0,6.6,151.2,banana
81.0,45.2,71.1,23.6,56.6,6.91,183.7,orange
17.4,39.5,36.9,29.9,51.5,6.65,22.5,mothbeans
89.3,43.0,32.5,18.4,59.4,6.45,95.8,wheat
124.5,44.0,53.7,29.8,88.3,6.5,241.9,jute
68.6,51.3,85.0,17.1,67.3,7.11,69.5,grapes
98.5,49.4,61.4,29.5,67.6,6.56,112.3,maize
25.7,46.4,32.1,20.2,48.2,6.96,47.3,lentil
109.5,49.1,55.9,24.1,63.0,6.62,54.0,maize
38.7,39.1,30.9,34.0,61.3,7.21,49.5,mungbean
120.3,64.2,94.4,30.5,53.7,6.06,108.9,cotton
44.4,37.2,73.1,31.6,51.7,6.86,83.9,pomegranate
101.6,65.1,53.4,27.2,82.8,6.48,261.3,rice
26.6,54.7,25.5,14.4,37.4,7.39,64.1,lentil
85.8,61.6,65.7,33.0,69.7,6.75,53.0,muskmelon
67.4,51.9,95.9,32.8,58.1,6.55,57.0,watermelon
82.6,54.5,63.1,26.1,66.6,6.5,173.2,orange
66.7,40.1,70.6,26.4,73.5,6.85,212.3,mango
119.0,56.2,126.4,30.5,79.5,6.96,212.4,papaya
112.0,51.4,51.7,23.5,90.3,5.9,235.8,rice
50.3,59.9,83.6,29.9,74.4,6.42,71.7,watermelon
95.8,72.6,119.5,25.9,57.1,6.57,56.0,watermelon
37.2,41.6,47.9,29.4,61.3,6.84,179.5,mango
68.3,41.8,58.3,30.1,60.7,6.42,120.9,mango
14.1,37.5,30.0,19.1,34.0,6.45,56.0,lentil
15.3,54.4,34.3,26.2,52.4,7.35,96.1,pigeonpeas
55.5,43.4,118.6,22.8,60.1,6.13,50.0,muskmelon
60.6,27.8,122.6,31.4,78.1,5.96,251.5,coconut
63.7,46.9,117.8,22.7,70.3,6.48,44.1,watermelon
60.3,46.7,57.6,33.2,52.2,6.36,125.5,mango
94.5,52.2,54.2,23.0,87.2,5.99,195.5,rice
71.5,49.8,73.8,19.0,75.9,6.94,101.4,maize
83.3,44.5,43.6,17.8,65.6,7.13,69.5,wheat
81.7,31.5,96.6,23.3,74.3,6.32,269.1,coffee
81.1,42.8,87.6,29.0,85.5,6.34,196.9,papaya
104.1,40.5,62.4,29.4,82.6,6.29,277.1,jute
26.8,44.3,32.4,24.5,58.9,7.1,93.8,pigeonpeas
50.1,42.4,90.5,32.7,67.2,7.04,82.8,grapes
110.4,41.9,98.4,32.2,73.5,6.15,167.5,papaya
81.2,40.6,34.5,18.4,67.1,6.86,76.9,wheat
102.0,47.9,32.0,22.7,59.1,6.18,101.5,wheat
112.9,50.3,105.9,29.0,84.4,6.89,171.8,papaya
104.9,49.6,62.3,24.9,83.7,5.96,280.7,rice
32.4,48.2,28.5,19.3,45.7,6.79,69.0,chickpea
88.4,46.9,103.4,28.2,77.7,6.73,123.5,papaya
106.8,61.3,92.1,31.4,55.0,6.01,104.5,cotton
36.2,45.8,32.1,24.0,54.0,6.33,95.6,pigeonpeas
105.2,42.2,106.6,28.9,79.8,5.89,175.0,banana
84.0,41.8,51.5,25.6,73.7,6.86,91.4,maize
49.3,60.8,36.4,31.6,74.8,5.91,77.4,blackgram
98.3,43.6,106.7,31.6,73.7,6.87,160.9,papaya
45.0,33.1,84.1,24.1,71.7,5.34,201.8,coffee
112.6,52.8,70.2,33.2,81.0,6.52,245.7,jute
54.6,42.3,56.3,32.5,54.9,6.11,153.6,mango
78.1,67.9,68.0,25.0,71.2,5.83,183.7,orange
84.9,51.0,77.6,21.3,70.4,6.12,175.0,orange
30.1,57.0,57.5,14.7,57.6,6.34,108.8,kidneybeans
41.0,60.4,36.2,29.3,69.4,6.72,88.2,blackgram
68.4,53.8,85.8,29.0,47.5,6.53,50.3,muskmelon
113.3,44.2,62.0,18.0,58.1,6.81,79.9,maize
80.7,52.3,50.7,28.2,58.5,7.05,85.6,maize
41.7,46.6,39.9,19.6,42.7,7.33,70.0,chickpea
59.8,35.7,68.6,34.4,42.8,7.01,69.9,grapes
60.5,27.4,65.4,32.2,78.8,6.98,119.0,mango
35.1,44.6,42.7,28.5,69.7,6.34,77.7,blackgram
58.9,39.3,150.7,31.8,79.8,6.76,178.0,coconut
82.3,24.1,128.4,33.0,77.9,6.37,219.0,coconut
57.0,60.9,69.6,32.0,51.5,6.38,53.8,muskmelon
36.4,56.2,46.4,22.4,56.3,6.8,127.2,kidneybeans
125.9,61.5,54.1,27.9,86.0,6.0,222.7,rice
87.0,64.9,53.1,27.0,90.3,5.84,309.7,rice
92.6,49.1,74.3,29.8,68.4,6.94,189.9,papaya
110.6,62.3,89.6,36.7,60.7,6.99,89.9,cotton
110.2,58.4,82.4,28.3,75.7,6.56,173.9,papaya
106.9,56.4,132.9,30.9,77.7,5.88,164.2,banana
77.4,55.9,73.5,24.3,72.8,6.12,165.3,orange
149.0,55.0,55.7,26.7,86.3,7.18,177.7,jute
68.4,22.6,69.8,37.8,56.4,6.87,136.4,mango
59.2,55.0,108.3,30.5,61.9,6.69,60.5,muskmelon
101.8,40.8,57.9,26.2,75.0,6.53,81.4,maize
126.4,63.9,83.8,34.6,69.2,6.35,92.3,cotton
114.2,61.0,48.0,27.6,86.1,6.13,198.7,rice
106.4,60.2,31.5,31.9,66.7,5.95,125.9,maize
64.2,54.5,62.9,24.3,65.9,6.35,150.3,orange
120.1,52.4,47.1,29.7,67.2,5.68,88.0,maize
75.4,58.5,92.4,28.0,76.3,6.65,51.7,watermelon
89.7,51.6,66.8,29.5,93.4,5.72,204.7,rice
23.8,54.2,39.4,29.5,47.5,6.2,89.0,pigeonpeas
26.3,46.1,39.6,14.0,42.3,6.88,38.7,lentil
26.1,56.3,40.1,30.3,73.0,6.76,74.2,mungbean
64.1,37.6,69.1,33.8,55.1,6.09,124.4,mango
65.6,43.8,56.4,24.0,63.2,6.43,162.6,orange
61.2,65.4,99.4,24.3,77.0,5.19,238.8,coffee
22.1,47.1,31.7,21.3,48.1,6.67,76.4,chickpea
36.0,30.1,74.1,33.8,55.1,7.09,95.0,grapes
113.3,49.7,56.1,26.0,89.8,6.26,229.8,rice
50.7,41.5,123.5,26.1,83.3,6.29,196.1,coconut
25.5,45.2,35.0,26.1,67.9,6.89,98.2,pigeonpeas
25.3,45.3,31.5,23.0,66.7,7.43,76.1,mungbean
123.0,78.4,50.3,30.1,77.6,6.8,214.3,jute
76.1,41.1,67.7,24.5,64.1,6.94,116.0,orange
122.7,47.9,78.0,32.2,57.7,7.52,115.6,cotton
36.9,32.8,24.3,15.0,50.5,7.16,52.9,lentil
74.9,38.0,64.4,30.4,57.0,6.22,117.9,orange
86.2,59.1,83.1,33.5,75.4,7.08,197.4,papaya
32.1,59.3,32.9,30.7,74.9,7.28,104.0,blackgram
68.9,50.9,49.6,22.1,64.4,7.09,113.3,maize
132.3,44.8,98.0,28.8,76.4,6.47,175.0,banana
73.4,35.6,96.6,26.8,64.5,6.69,88.6,grapes
61.3,40.8,96.3,36.9,66.4,7.3,109.8,grapes
95.6,48.6,65.8,31.6,91.7,6.3,271.9,rice
113.1,49.3,84.3,34.8,82.8,6.94,172.8,banana
36.4,51.5,47.2,29.1,75.3,7.0,72.5,blackgram
77.2,56.0,94.9,24.9,77.3,5.25,242.2,coffee
67.2,35.6,65.6,39.3,60.6,6.25,127.1,mango
51.1,29.8,67.6,14.9,71.5,6.73,144.7,apple
86.2,37.3,84.1,26.2,65.9,6.69,53.1,muskmelon
64.1,44.9,127.7,29.8,81.7,6.35,230.0,coconut
16.7,41.6,25.9,34.4,37.2,7.1,35.0,mothbeans
72.7,40.1,69.6,17.0,61.3,6.56,130.7,apple
30.1,43.7,19.7,22.3,55.2,6.41,48.0,chickpea
100.6,50.3,37.7,14.1,56.1,6.71,86.9,wheat
112.1,59.2,57.5,28.8,78.8,6.74,196.6,jute
54.6,54.6,43.8,19.0,65.9,6.98,80.5,kidneybeans
24.6,42.8,46.9,11.4,40.0,6.31,40.8,lentil
52.7,45.7,87.9,27.2,61.7,6.73,102.5,grapes
92.1,67.5,81.8,32.9,59.1,6.37,65.8,cotton
92.6,48.2,44.0,16.9,68.2,7.59,110.3,wheat
88.8,55.1,101.9,28.8,67.6,6.91,146.3,papaya
100.1,65.6,88.7,29.0,64.2,6.47,49.0,muskmelon
95.6,43.7,35.5,14.4,63.0,6.81,94.8,wheat
60.3,38.9,72.2,29.0,67.3,6.28,138.7,mango
87.2,31.0,118.5,30.1,91.9,6.81,210.5,coconut
127.8,52.6,50.9,30.8,79.0,5.83,217.3,jute
35.2,51.4,31.6,32.1,76.1,6.58,75.9,blackgram
45.6,45.1,59.7,29.9,57.3,6.8,109.1,pomegranate
24.4,36.8,28.8,24.3,56.6,6.95,61.6,chickpea
93.5,41.0,98.9,30.9,76.3,6.35,154.3,papaya
64.8,25.5,57.5,13.5,58.0,6.35,134.0,apple
52.9,49.7,37.3,33.7,59.3,6.69,82.8,blackgram
66.6,31.7,119.4,28.0,79.4,6.09,202.7,coconut
107.9,59.3,99.6,28.4,79.1,6.33,174.1,banana
23.6,42.5,30.3,21.5,55.3,6.72,82.9,chickpea
39.9,46.6,41.5,27.4,59.9,6.74,73.0,mungbean
100.5,37.3,89.7,29.3,82.5,5.93,206.0,banana
129.6,45.8,135.4,30.9,76.3,6.31,167.5,banana
82.4,48.4,100.0,31.2,60.0,6.52,51.5,watermelon
29.6,48.1,36.5,18.3,65.4,7.16,53.9,lentil
97.4,52.3,36.3,16.8,58.3,7.13,127.7,wheat
37.3,58.9,36.7,22.4,44.5,7.26,39.2,chickpea
115.0,59.5,91.8,25.9,62.5,6.58,109.4,cotton
54.0,43.6,66.5,31.8,50.2,7.07,108.5,pomegranate
42.7,48.4,49.0,21.7,70.3,7.03,123.1,kidneybeans
146.5,50.5,45.1,28.4,84.8,6.24,277.3,rice
54.8,61.1,82.3,23.4,71.0,5.43,182.4,coffee
50.9,31.7,100.3,34.9,63.6,7.29,56.1,grapes
65.5,52.1,35.0,17.3,54.6,6.52,86.4,wheat
101.4,51.3,102.2,31.8,69.5,6.26,133.0,papaya
128.1,36.0,59.4,22.3,93.7,6.47,285.1,rice
105.4,55.3,45.2,22.5,70.1,6.67,84.7,wheat
84.3,58.7,116.1,25.5,74.2,6.4,158.7,papaya
88.5,60.9,46.2,34.5,85.5,6.45,223.1,jute
113.7,52.4,66.4,27.1,90.0,6.34,233.0,rice
69.7,32.3,62.9,25.7,53.2,6.42,74.4,pomegranate
111.7,64.4,66.0,38.2,89.6,6.36,202.2,jute
103.2,54.0,54.0,26.2,76.7,6.5,74.7,maize
140.4,58.7,67.6,29.7,84.9,6.44,295.7,jute
64.6,27.0,126.2,34.2,85.8,6.5,243.9,coconut
106.0,55.3,107.3,28.9,76.4,6.95,183.4,banana
74.2,47.6,59.6,28.9,55.5,6.42,83.1,pomegranate
27.9,53.1,39.8,29.0,69.3,6.72,90.2,blackgram
79.8,46.0,99.9,23.9,81.6,5.42,254.9,coffee
85.9,53.8,68.4,33.1,61.5,6.5,82.2,cotton
22.3,43.1,36.9,16.7,56.9,6.51,59.6,lentil
126.8,61.1,108.0,23.9,87.4,6.79,202.1,banana
90.6,60.7,53.0,25.5,67.4,6.57,121.0,maize
43.9,37.1,142.7,36.5,85.2,5.92,200.9,coconut
87.2,68.5,106.7,30.1,76.3,6.1,174.3,banana
122.0,59.0,57.3,28.1,91.0,5.8,224.6,rice
150.9,53.5,60.2,34.5,87.1,6.24,220.7,jute
128.5,57.0,137.9,30.9,81.3,6.32,119.5,banana
29.3,49.2,50.6,29.0,77.8,6.35,96.7,blackgram
30.7,45.3,31.8,17.6,40.1,7.24,67.9,lentil
144.5,54.9,70.6,28.6,82.7,5.99,220.6,jute
111.5,43.5,114.6,27.8,83.0,6.48,183.8,banana
103.9,50.5,36.8,19.9,59.1,7.41,89.1,wheat
93.4,44.8,29.0,20.8,56.9,6.54,90.1,wheat
78.6,63.5,109.2,27.9,65.0,6.71,54.3,muskmelon
106.4,53.8,50.3,29.1,84.3,6.65,254.2,rice
38.8,58.4,33.6,25.3,55.6,6.32,89.6,pigeonpeas
119.3,60.9,68.3,24.7,76.8,6.34,172.6,jute
72.0,67.6,98.6,31.5,63.7,6.08,49.2,muskmelon
63.8,31.5,70.9,25.0,48.7,6.54,93.0,pomegranate
31.8,46.1,33.7,18.0,49.2,6.09,70.6,lentil
99.7,51.1,49.1,29.8,86.4,6.02,163.1,rice
61.3,41.5,63.5,11.7,69.0,6.1,129.8,apple
16.7,29.2,17.4,33.3,50.4,6.16,56.2,mothbeans
94.7,66.2,89.0,35.0,58.3,6.43,46.2,muskmelon
91.7,34.0,108.8,28.0,79.0,6.67,222.4,coconut
18.0,43.6,49.7,19.1,58.7,6.96,93.3,kidneybeans
36.9,41.7,33.7,27.1,64.8,7.17,71.0,mungbean
30.0,59.5,53.3,21.4,59.3,6.76,100.3,kidneybeans
103.4,63.4,65.0,29.1,85.6,6.7,223.2,rice
48.1,41.4,66.0,33.8,50.4,7.96,81.7,pomegranate
62.0,43.4,62.3,30.2,52.1,7.34,86.0,pomegranate
46.6,39.7,106.4,33.3,58.9,6.55,86.1,grapes
99.4,47.3,30.1,17.2,65.2,6.26,93.4,wheat
33.9,39.8,34.4,32.1,52.3,6.89,134.0,pigeonpeas
105.4,51.4,114.8,25.0,75.6,5.92,182.4,banana
63.8,49.3,104.9,23.1,60.9,6.2,73.4,grapes
40.1,58.2,45.2,30.6,72.5,7.38,77.4,blackgram
20.1,75.6,43.1,21.5,66.8,6.86,117.2,kidneybeans
52.7,52.1,75.6,18.6,79.9,5.17,235.0,coffee
30.6,60.5,27.7,16.4,68.2,6.52,46.6,lentil
83.2,60.2,100.2,31.5,55.2,6.26,50.2,muskmelon
29.9,22.0,24.9,39.7,42.8,7.18,33.4,mothbeans
35.7,58.5,56.1,24.6,59.9,6.69,101.8,kidneybeans
113.7,52.0,86.7,25.0,71.6,6.6,167.1,papaya
69.8,45.3,61.0,21.7,62.1,7.09,109.5,pomegranate
115.8,56.5,104.3,33.9,82.3,6.19,118.6,banana
91.5,49.7,31.0,19.3,53.9,7.28,85.1,wheat
94.7,54.8,86.4,27.9,76.3,6.96,63.2,watermelon
28.7,44.1,21.8,30.1,64.2,7.44,68.5,pigeonpeas
83.7,47.1,41.9,27.5,71.6,6.41,99.9,maize
39.1,46.9,58.5,17.5,67.7,6.23,148.4,apple
22.8,36.5,31.4,36.1,52.6,7.35,46.0,mothbeans
109.6,47.0,53.9,29.2,57.4,7.0,67.4,maize
30.2,28.4,25.0,23.2,51.1,7.54,89.2,pigeonpeas
35.2,57.4,42.8,16.8,65.7,6.68,82.3,kidneybeans
106.8,63.7,62.9,31.4,81.6,6.83,269.5,jute
112.6,47.9,66.0,34.0,52.0,6.83,109.2,cotton
66.5,38.4,60.7,28.0,65.3,6.09,140.4,orange
32.3,48.6,38.7,32.4,62.6,6.57,74.2,mungbean
86.4,51.3,32.7,19.4,59.2,6.98,72.4,wheat
47.3,37.4,72.4,29.6,59.4,7.2,104.3,pomegranate
75.0,47.9,43.0,24.0,63.9,6.98,82.8,maize
19.1,28.5,27.9,28.9,54.1,7.46,38.1,mothbeans
38.5,49.2,34.8,30.4,67.5,6.45,88.7,mungbean
94.9,50.4,46.1,27.6,63.0,6.28,93.0,maize
73.4,58.5,100.3,19.9,79.6,5.79,185.0,coffee
67.5,56.9,75.6,20.2,77.7,5.59,205.1,coffee
57.2,45.6,89.3,18.4,59.8,6.53,99.8,grapes
120.9,59.2,57.6,35.2,85.5,7.34,223.2,jute
101.4,37.7,54.0,36.1,52.7,6.34,112.3,cotton
66.3,23.4,52.1,30.6,57.5,6.63,145.9,mango
60.7,41.6,76.6,27.6,60.0,6.4,140.6,mango
36.5,33.1,35.1,21.4,55.6,6.94,77.0,lentil
73.5,54.3,80.9,25.9,82.1,5.91,264.5,coffee
115.1,69.6,76.2,31.2,86.6,6.92,180.9,jute
110.7,68.5,96.6,30.8,76.0,6.48,99.2,papaya
133.5,44.2,60.4,27.2,82.4,6.24,232.7,rice
78.5,52.3,107.7,20.1,82.1,5.97,223.7,coffee
13.5,42.2,37.2,30.8,58.3,6.59,110.3,pigeonpeas
68.0,34.8,63.3,25.3,61.5,5.9,124.2,orange
96.1,54.9,29.0,20.7,73.1,5.89,107.9,wheat
73.1,65.8,99.2,28.5,63.0,6.79,64.5,watermelon
93.6,64.7,72.8,25.2,67.4,6.4,133.9,orange
106.1,45.2,100.1,33.6,74.8,6.64,176.7,papaya
83.9,46.1,56.7,26.0,56.9,6.8,92.1,maize
152.3,65.0,47.7,31.9,88.5,6.59,175.6,jute
66.8,51.7,112.3,20.3,76.0,6.04,167.2,coffee
41.1,48.4,44.5,22.4,62.2,6.73,66.3,chickpea
71.7,60.9,121.9,23.3,54.8,7.09,72.0,watermelon
30.8,44.0,32.9,30.2,69.6,6.01,92.4,blackgram
74.8,51.0,73.6,22.0,64.3,6.52,45.6,muskmelon
55.6,54.3,81.3,26.6,77.4,7.25,213.0,coconut
63.1,42.1,103.9,32.6,65.6,7.04,69.4,grapes
90.2,47.7,48.2,19.2,62.4,7.25,85.9,wheat
60.8,43.8,104.3,33.4,81.3,6.82,260.5,coconut
37.1,46.2,43.1,24.1,54.1,7.16,61.0,mungbean
97.3,44.4,128.3,27.2,89.7,6.0,222.7,coconut
22.5,40.0,26.8,17.7,45.1,6.27,60.0,lentil
122.9,49.1,65.1,30.0,85.9,6.59,208.8,jute
57.0,27.9,96.4,26.6,82.9,6.64,224.7,coconut
80.8,43.2,80.7,29.1,42.8,6.76,129.5,cotton
93.0,32.7,56.1,21.8,60.0,6.25,71.3,maize
70.9,42.0,61.2,21.8,53.1,6.48,130.8,apple
94.2,55.6,109.2,27.4,75.5,6.55,170.3,papaya
80.2,56.5,85.4,21.0,79.4,5.36,157.2,coffee
100.0,58.6,74.7,20.9,59.4,6.68,112.8,cotton
130.3,36.2,37.7,19.7,58.1,7.05,98.1,wheat
29.8,19.0,27.8,33.9,43.5,7.23,48.7,mothbeans
68.2,33.4,47.2,18.6,56.6,6.53,113.8,apple
74.0,36.4,99.1,26.0,84.3,4.9,223.2,coffee
16.7,48.8,28.7,34.2,73.7,6.9,99.8,pigeonpeas
25.4,32.3,45.6,32.9,64.3,6.62,81.6,mungbean
38.6,66.6,55.1,22.7,56.9,6.86,85.5,kidneybeans
93.9,48.3,90.6,21.8,78.3,6.91,149.4,orange
79.9,43.2,64.5,28.7,57.8,6.67,68.6,grapes
22.5,52.4,35.0,29.7,61.2,7.49,88.3,blackgram
103.8,49.5,47.4,26.9,65.7,6.4,103.9,maize
37.0,43.2,34.7,19.3,52.1,6.38,76.4,chickpea
62.9,29.2,56.8,23.1,62.8,5.94,181.1,apple
119.1,58.8,48.8,32.5,93.8,6.33,255.2,jute
60.9,33.8,61.1,38.1,48.6,7.47,79.1,pomegranate
28.3,47.5,49.5,22.0,59.6,6.39,90.7,mungbean
55.8,24.8,56.1,35.7,51.6,6.87,146.3,mango
60.0,46.2,59.3,24.4,63.5,6.18,69.7,grapes
106.7,43.4,76.7,29.3,73.4,6.45,140.5,banana
93.7,43.8,118.4,30.0,80.0,6.57,154.7,banana
20.1,38.5,31.3,20.9,55.9,7.2,62.8,chickpea
29.6,43.8,27.0,33.3,42.8,6.13,98.9,pigeonpeas
107.9,55.3,115.2,33.8,73.4,6.43,188.3,papaya
22.2,25.7,28.1,37.2,34.8,7.09,30.8,mothbeans
65.0,33.6,101.8,29.1,89.7,6.24,276.2,coconut
66.7,57.0,102.8,25.3,72.8,6.6,50.5,muskmelon
64.5,32.7,82.9,18.6,57.2,6.26,97.8,grapes
81.8,30.1,110.4,27.9,79.2,6.0,166.6,coconut
40.1,48.1,28.0,28.0,70.2,6.9,75.3,mungbean
66.8,31.1,69.3,34.2,53.0,6.6,102.6,pomegranate
77.5,66.4,64.0,33.9,62.4,6.33,47.2,watermelon
122.3,56.2,57.6,28.1,92.7,6.44,223.3,rice
62.1,59.8,64.2,20.0,62.0,5.7,150.1,orange
79.6,40.9,75.6,26.8,80.5,5.15,215.0,coffee
66.4,41.0,60.6,34.8,56.8,7.3,89.9,pomegranate
86.4,66.6,83.9,27.1,89.2,6.91,151.6,papaya
67.8,36.5,68.6,30.3,51.2,6.58,96.0,pomegranate
57.5,44.3,69.4,28.1,64.1,7.27,89.4,pomegranate
60.3,39.8,79.9,18.8,58.5,6.46,129.1,apple
89.3,48.0,85.7,27.6,62.4,6.47,59.5,muskmelon
67.1,45.4,58.1,27.7,62.2,6.11,132.2,mango
68.7,36.8,58.8,14.2,72.0,6.32,157.1,apple
101.2,46.5,32.5,13.2,68.0,6.48,61.8,wheat
44.0,39.9,111.2,32.1,82.3,6.25,242.1,coconut
113.0,48.8,80.4,25.7,44.5,6.4,101.4,cotton
